Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87421762728.6293,87954272082.1068,83975584254.4032,80706600228.6499
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217259259.259259,421695769.843918,817759259.259259,800414814.814815,839770370.37037,916566666.666667,923155555.555555,971170370.37037,996944444.444444,1010822222.22222,1044711111.11111,927451851.851852
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.62963,932592592.592592,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865375222.22222,1999090407.40741,2065875074.07407,2122450629.62963,1703364240.74074
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240366666.666667,396262962.962963,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000,774429629.62963,792177777.777778,811300000,824718518.518518,809681481.481481
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647540.9836,12257418326.0734,57892238677.5557,48243204173.7838,51215344066.2567,61731303935.2203,64458521787.0803,52804065669.9124,45017179069.0973,34522586970.0018,32250448249.4595,26110829190.4008
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.69697,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,4221373022.25798,3807922874.48306
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,261846194498.885,262835454366.855,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541063604339.715
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,265987061618.198,279841151705.353,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624283.9787,19325894913.1254,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395852.11903,860521119.298753,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8194150301.78552
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743262.82876,13375976353.6994,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0926,47378599025.3044,49774021003.0748,53320625958.5628,57003713748.2316,61136873747.3324,62409748426.5824
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063965.9182,126392233706.79,370819140946.553,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506611070188.362,544263968873.601,501794961925.244
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,367087900,1054725400,1147779600,1395524600,1447311400,1594410800,1650608600,1599338100,1559894900,2017924900,1821000000
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515.41881,1491891107.95711,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,6031632168.17391,6395472574.41445,7112200725.00232,7220395247.7424,7574635241.30191
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,204849612.592276,414523388.461329,470714083.426751,450643615.180528,439878828.008608,437006227.162781,420540178.571429,460379144.989821,489235527.395387,512350059.421629,..
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338232.95978,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,24959858249.4433,22386264807.3174,22385426653.883,23679919654.9891,23208326547.5327,21529824769.2969
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473261837.0176,45810626509.4474,45044138549.2029,46251074044.439,47632390881.7812,43173531810.7667,41801284916.2011,39802554352.3188,39770478673.1648,39195716330.4253,39235672868.2722
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,150676291094.21,274302959053.103,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778377023568.884,761428183369.171,720101212394.114
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641.31585,2904732773.48312,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45231428571.4286,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74022325,13742057.0500928,38711810.2114492,37671774.6945537,37509075.1110253,37290607.5356048,35492074.2243257,36547799.583705,40619251.9926426,42588164.9731022,47271463.3298575,48855550.2030142
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398865.88268,6193246837.09687,27752046902.446,27188667092.7781,28791625085.1143,32472362948.833,32248116472.5115,29078589751.4596,30744473839.7437,32912338571.3403,35170037380.863,37372032557.5944
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81456895543.3384,31261718319.1794,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042,112190355158.178,130901858421.72,153929501862.341,155582008717.426
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748.2975,104337372362.151,350666031313.819,374590605854.323,390107556160.654,403137100068.074,358135057862.492,357045064669.843,385605506848.196,422215043594.282,421142267937.372,..
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1658193372673.63,2659882040934.51,2704017284861.91,2783251090198.95,3065521109394.94,2932784751846.27,2693247611031.81,2662484018735.82,2857316524862.61,2830813507746.87,2707743777173.91
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10252345464000,15542581104000,16197007349000,16784849196000,17527163695000,18238300569000,18745075687000,19542979183000,20611860934000,21433224697000,20936600000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655.23138,22823255801.8447,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,57236652490.1699,64233966861.2518,64515038268.1373,61231149880.5857,53628827440.3582
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607917.8773,13760513969.314,56516280748.3777,63628854498.5024,68997168337.6782,76658542757.4707,81847410181.7953,81779012350.8833,59159945320.5667,50392607758.2324,57726542784.9204,57707189945.4214
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,168879207.244148,272014693.050806,770153304.153832,747839697.746593,758304466.245339,772315721.265827,730870581.672312,780889605.899977,880043553.748442,914727908.137793,930337960.037478,854793640.145606
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565.032,117140723529.412,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740805.56984,31172518403.3162,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183,245213686369.157,261921244843.172,271158442059.082
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4239000000,4095000000,3762000000,3622000000,3748000000,3873000000,3893000000,3984000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229.00763,9652436179.64605,32726417212.348,35401341663.0425,40415235701.9871,43228585321.3272,42445102386.6049,30933825064.3657,26736138944.5558,23486269598.9858,..,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391.30435,3600683039.73254,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311637646.6539,23308688906.1288,19320053859.279
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,19015327919.1087,19523622341.6133,16932434838.6928,16768513442.6415
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,212659048041.378,268315059658.707,898604749625.803,915590443628.772,930086422789.749,958824753165.022,895440123119.347,856991850399.316,964790654430.539,986610722363.102,980371628600.078,900828558644.124
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,121837737280.177,134150161633.262,658428249866.884,716935231751.071,807818949699.141,846943079513.473,757492080699.648,687484728475.586,680989095100.78,738131279381.973,792078923887.672,786584975143.582
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,596976029432.18,737027427052.167,2431646845883.11,2698853408392.94,2777414118114.53,2811487444798.5,2449468161380.59,2399526423318.97,2447378932516,2688052317702.15,2739884738173.77,2466014963189.59
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,18011678551.9402,34218221475.4776,69668272158.708,72051116148.0838,73419211007.4915,74439627824.1491,73063500000.9803,69496735798.6131,71763156883.7707,75432216540.9218,76644400521.136,68415253068.2718
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,256214716178.384,428019076855.417,1448607104373.49,1352494558109.02,1422043692905.78,1464683981873.01,1291919462660.06,1320428316220.46,1462808740378.38,1644035217822.91,1669911061179.76,1646520841111.14
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1819730852561.34,3284843408912.09,9545032514173.69,10009515831074.1,10192455189112.4,10544952265725.3,10031734819886.9,10266183156915.3,11093521096555.9,11151451759954.5,11468653630869.9,10556582339094.3
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4733640395421.5,8370953335223.96,19748940250149,21125846896365.6,21364177305473.4,22033661406211.6,21950700826846.9,22725056017844.1,24277603466953.7,26423494968648.6,26993294396977.4,27037637776708.5
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,662277586722.575,1732344548547.7,9608251738783.07,10714042005323.9,11825908095611.5,12747603872580.8,13278535593051.4,13561295068501.1,14824735015347.2,16576160620809.5,17145147724009.6,17442981746025.6
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,661340614413.771,1729893674618.34,9595886477860.35,10700265350899.5,11810748348156.1,12731309124373.7,13261565445436.8,13543999977309.3,14805913863912.2,16555121218015.4,17123379371247.2,17420835248019.9
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5881134125215.43,6479597984299.25,13618703408464.2,12636256386760.3,13188390441989.7,13488757333326.8,11667005182106.5,11962730074658.1,12644856658200.3,13692256054604.2,13406731505748.7,13011006176983.5
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8823550751247.19,10041028876589.4,23269736358264.4,22433576706508,23441894682469.6,23765016126237.1,20476945517513.9,20408870483196,21607011274167.8,23170422524927.1,22874770915251.3,22050903154725
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,918088214185.128,699699778418.52,3843565605092.33,4074705077727.23,4329802436641.44,4041744187936.65,3094795378990.3,2961397287993.34,3326908116206.88,3421588877159.19,3491568511353.26,3217679452264.09
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,999752159769.984,893552998995.377,4434404725514.62,4629809465599.21,4909012768810.51,4641860872954,3622133037888.2,3485628799867.33,3908898637610.25,4070373079777.92,4148183187257.79,3868307068397.35
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6498775679176.25,7259991063589.65,15739675192326.8,14632995719073.7,15291541047021.6,15630816878646.3,13543603683313.3,13882410503293.1,14732244483041.8,15970405599565.5,15679044412298.7,15276468991757.4
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,432727518503.121,421142339921.825,1480160099400.76,1703438837143.35,1794297651205.19,1948555402820.26,1553606658973.16,1414670655618.9,1447333292847.54,1550300718748.63,1652849166239.89,1496610678341.43
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,139485086399.814,170010767937.784,548759419089.416,577667060734.894,643551331042.734,680011695193.58,667746683382.349,673542028325.985,719050454283.198,766785759715.446,791852360712.494,803820050460.283
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,18935770494893.6,27687948510631.9,49079640519268.1,49127640894746,49713141629460.9,50797622344549.6,48019945684087,49056829202581.9,51268665123111.5,54499762753285.6,54978160368569.1,53399410021972.3
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3584003974982.63,5833832943657.87,23644990415567.4,25141048332895,26562338492258.7,27471012811245.2,25745911251556.8,25955238424306.3,28649113919465.4,30417172243362,31121479923838.7,29806863405156.3
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,3914367398266.02,6283551971020.7,25238350940176.9,26851876782898.6,28447806811665.5,29487167051454.5,27745319099212.2,27909414347962.6,30671659894340.3,32552463823820.9,33356383060100.1,32039039892660.7
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,146299792605.762,206247566076.232,804375869723.147,889579521926.626,965831920125.884,1036807352387.7,999690354041.436,930903842237.04,919474226980.617,959604463467.898,987263626955.733,955550161950.502
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,181737540592.57,241805450084.567,788365799770.947,820393920094.172,919266768605.144,979133669766.752,999296364245.39,1023768658775.95,1104502310661.57,1177415280139.47,1250631795637.68,1281674351843.47
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,329016955997.38,449158160069.143,1592681814509.11,1710188828610.65,1885176371173.82,2016049640556.77,1998910233663.55,1953728475104.37,2022170626620.28,2134903713222.72,2234987907829.75,2233055554262.51
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2018401510243.61,3400948649670.91,16448934788875.8,17596379967793.5,18965335543033.4,19686702234079.1,18460523576708,18508529535002.5,20539793408236.7,22518480079503,22946196567115.1,22513184321976.2
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1179229545995.12,2292011373348.64,6087109736035.46,6150482735239.89,6303075413750.13,6426707723032.07,5371072097322.16,5249073639480.42,5830001836277.09,5696061473289.08,5619246371905.89,4698073131921.55
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,1041181192766.1,1980848958476.75,5310229211102,5288327452642.47,5431239202702.66,5460163132683.33,4653088092007.6,4527157303795.28,5046523256120.21,4897955761446.68,4841640251322.17,4007837786207.94
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1109291528864.82,2177510874333.03,5885324240937.12,5942622983733.29,6090301845617.56,6209426244963.11,5142762597848.5,5014350379376.01,5590141966247.53,5453955606483.93,5368514673719.44,4472403467136.17
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,156109246910.1,215276830540.725,778014919561.828,819536770833.46,897682941917.138,969771719823.821,954060800664.878,953001836487.497,1041888572287.2,1077968208153.33,1133926935239.11,1132660428029.09
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3770852873211.53,5900605561575.23,24097217719628.3,25669278877920.1,27238315649306.7,28167546674515.5,26748396713228.5,26911687583040.6,29564146766074.3,31342532960990.3,32157407017557.3,30889091414805
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,86386662553.7614,105441376227.18,342002061912.368,352915088365.907,385641047597.556,417388815414.556,416929968006.705,394760541145.514,407779689173.554,421205946504.995,445915900690.436,458347280641.851
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,1028174706720.99,1498024214095.18,5906401101271.7,6195683414243.4,6307742047940.43,6561460119567.91,6439837796354.41,6722961960319.86,7241764591199.76,7336705281131.43,7729875233288.05,7328773718411.43
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,783737688403.102,967888107396.751,3214219948010.52,3504776229358.72,3477530948490.76,3492401973684.8,3070020609913.13,3083559414724.28,3201453794582.53,3320223155751.01,3361817138404.6,3036299108268.23
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,485733795068.504,453096167137.1,1503521149105.76,1659855102622.68,1553708186272.23,1528374744996.58,1370762283312.07,1392599427624.45,1373483275872.16,1286768905152.79,1310722409157.35,1165504287067.84
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,480761009912.821,448848543881.527,1492350305327.34,1647663974445.64,1540202488720.8,1514392570169.11,1356792287108.61,1377192779705.07,1357351197515.98,1270484927113.28,1293569208424.78,1149918296020.51
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3683404794632.28,5795021107067.58,23754894612896.3,25315251676059.5,26852248108123.3,27750785274437.3,26333244714729.7,26516584318675.5,29153757737687.9,30917603112934.9,31709624259848.6,30433091189388.4
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6558665950908.47,11000599098931.6,17342220425174.5,18031752018521.6,18637912373835,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22340938595869.6,23182285203906,22587929519126.6
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18798038983560.9,27609288317595.8,48592089323392,48560307542523.8,49205393442275.9,50238773096650.6,47438441798565.1,48368229650202,50463364633412.2,53423136713751.3,53924317752279.9,52220852937419.2
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54434664574.9622,91409483919.227,396947594326.149,414191563935.588,432282786445.736,446800353031.599,370787330350.4,366437717961.658,399181155044.26,442936639671.291,433050138895.035,377228960530.482
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2351147698.57837,3444921946.76913,7713434654.21094,8187035163.22642,8498098714.23933,9226348805.80854,9019943659.00475,9453367093.78927,10213198744.5181,10648756157.9936,10637424277.5219,9170736596.47727
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18349822431457.3,26375026171436.4,45761618697350.7,45710174806217.7,46158471449113.6,47107523159502.5,44613506150503.4,45632849219282.8,47556069807939.4,50442275275247.7,50928165333010.1,49447721864362.4
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,370719374758.283,271107919894.325,1183991710709.09,1298898556407.16,1423181153280.44,1500088259485.93,1321386712576.34,1213767006176.53,1267877174498.78,1334002792864.72,1401097820908.67,1304818830346.21
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,74735560374.1152,129062581161.791,474329301139.068,494429715246.898,514200096167.467,530466329661.557,452870774010.385,445387820854.06,481157510672.548,529017612370.207,520331963693.693,454965296431.502
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,407187416126.755,630429061929.228,2274545488716.22,2300183795624.87,2360023451695.2,2584551170321.86,2700207657238.33,2926348779932.11,3348219136908.6,3436884615713.16,3596914996945.22,3351519770520.79
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,407187416126.755,630429061929.228,2274545488716.22,2300183795624.87,2360023451695.2,2584551170321.86,2700207657238.33,2926348779932.11,3348219136908.6,3436884615713.16,3596914996945.22,3351519770520.79
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,334178550817.467,401137949024.626,1556615954672.5,1632257954947.55,1737904860485.46,1805783777895.64,1652908176497.07,1544135291254.56,1644606027669.93,1723896188075.27,1772107837946.02,1687597704644.75
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,333810770553.931,400518868134.886,1555550553434.94,1631198370961.94,1736576705811.76,1804440816195.02,1651530551202.84,1542707329628.36,1643080103218.58,1722308773900.86,1770525429514.14,1686475026320.97
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,334178550817.466,401137949024.626,1556615954672.5,1632257954947.55,1737904860485.46,1805783777895.64,1652908176497.07,1544135291254.56,1644606027669.93,1723896188075.27,1772107837946.02,1687597704644.75
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2660327922439.64,4297006190469.71,17848493511624.6,19119568261816.1,20544506060182.9,21189325154869.4,19893406918375.3,19793622358355.6,21911993146488.1,23580897831803.5,23979749026560.5,23104877770162.5
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22742108506622.8,33703527798327.7,73494092085870.2,75178612876726.5,77322543989117,79447626798478,75027409670667.4,76231927877306.2,81112442132495,86139293063112.2,87436705108244.6,84577962952008.3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 11/23/2021,,,,,,,,,,,,,,,
